protocol,chunk_k,chunk_n,fragment_k,fragment_n,op,latency
kademlia,4,5,32,80,put,37.83128
kademlia,4,5,32,80,get,4.935716
kademlia,4,5,32,80,put,45.069603
kademlia,4,5,32,80,get,6.756772
kademlia,4,5,32,80,put,45.331467
kademlia,4,5,32,80,get,7.3752337
kademlia,4,5,32,80,put,36.0725
kademlia,4,5,32,80,get,5.8962016
kademlia,4,5,32,80,put,46.158653
kademlia,4,5,32,80,get,6.6046195
kademlia,4,5,32,80,put,40.14173
kademlia,4,5,32,80,get,6.114696
